qid,dataset,question,predicted,ground_truth,soft_score,is_exact,is_hallucination,latency_s,model_calls,q_type,pass2_fired,pass3_fired,condition
gqa_210,gqa,Does the man appear to be sitting?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_211,gqa,How large is the bike below the sky?,not enough information,large,0.0,False,True,0.08739335834980011,2,simple,True,False,no_consistency
gqa_212,gqa,What is located on top of the table?,cups,flowers,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_213,gqa,Does the side table that is not big look wooden and long?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_214,gqa,Does the porcelain sink have round shape?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_215,gqa,What is the lid made of?,plastic,plastic,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_216,gqa,Is the person near the grass sitting on a bench?,no,yes,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_217,gqa,What is parked alongside the barn?,ambulance,ambulance,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_218,gqa,Which kind of vehicle is metallic?,motorcycle,truck,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_219,gqa,Is the ambulance that is to the left of the workers parked alongside the barn?,yes,yes,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_220,gqa,What vehicle is parked alongside the barn?,ambulance,ambulance,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_221,gqa,Are the flags triangular and red?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_222,gqa,Does the calf have brown color and large size?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_223,gqa,What is beneath the zebras the rock sits beside?,grass,grass,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_224,gqa,What is beneath the zebra that is not large?,grass,grass,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_225,gqa,Does the blue bag look small?,yes,yes,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_226,gqa,Is the baseball mitt bright?,no,yes,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_227,gqa,Who is wearing the watch?,women,women,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_228,gqa,Who is wearing a watch?,women,women,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_229,gqa,Where are the people to the left of the bulb sitting?,bench,restaurant,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_230,gqa,What is the name of the device that the young man near the gift is holding?,bat,cell phone,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_231,gqa,Which kind of device isn't illuminated?,tv,speaker,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_232,gqa,What is resting on the marble counter?,4,books,0.0,False,True,0.08739335834980011,1,math,False,False,no_consistency
gqa_233,gqa,Are the books to the left or to the right of the wood cabinet?,to the right,left,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_234,gqa,Is the sky above a train?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_235,gqa,Is the mug in front of the cup green and small?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_236,gqa,Are there any seals or bunnies in the picture?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_237,gqa,Is the sky above an airplane?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_238,gqa,What is the large vehicle?,bus,truck,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_239,gqa,What is the piece of furniture that is not small called?,tv stand,shelf,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_240,gqa,What kind of furniture isn't small?,shelf,shelf,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_241,gqa,Do you see any forks?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_242,gqa,Which kind of toy is soft?,stuffed bear,stuffed bear,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_243,gqa,What's the bottle made of?,glass,plastic,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_244,gqa,What is the colorful toy in the picture?,stuffed bear,stuffed bear,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_245,gqa,What is on the pan?,rhubarb,pizza,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_246,gqa,Does the chair look large?,no,yes,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_247,gqa,Is the container made of plastic light and blue?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_248,gqa,What tone does the container made of plastic have?,(iv).,light,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_249,gqa,"Which side of the picture is the plastic container on, the right or the left?",left,right,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_250,gqa,Which kind of fruit is it?,unanswerable,pear,0.0,False,True,0.08739335834980011,2,simple,True,False,no_consistency
gqa_251,gqa,What clothing item is not long sleeved?,tank top,baseball mitt,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_252,gqa,"What color are the towels made of cloth, black or white?",white,black,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_253,gqa,What color are the shorts that the man is wearing?,black,brown,0.0,False,True,0.08739335834980011,1,visual,False,False,no_consistency
gqa_254,gqa,What is the piece of furniture that the luggage that is brown and black is sitting in front of?,table,table,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_255,gqa,Who is wearing the shirt?,girl,woman,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_256,gqa,Are there any new dishwashers?,no,yes,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_257,gqa,How big is the sink?,not enough information,small,0.0,False,True,0.08739335834980011,2,simple,True,False,no_consistency
gqa_258,gqa,Does the shirt seem to be sleeveless or long sleeved?,short sleeved,long sleeved,0.0,False,False,0.08739335834980011,1,comparison,False,False,no_consistency
gqa_259,gqa,Does the ceiling above the table look blue and clean?,no,no,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_260,gqa,Who is staring at the giraffe?,a man,woman,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_261,gqa,Is there any bag that is black?,yes,no,0.0,False,True,0.08739335834980011,1,simple,False,False,no_consistency
gqa_262,gqa,What animal is the person in front of the post staring at?,giraffe,giraffe,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_263,gqa,What animal is the woman staring at?,giraffe,giraffe,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_264,gqa,Which kind of animal is the woman staring at?,giraffe,giraffe,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_265,gqa,What color is the small bathroom?,white,white,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_266,gqa,Does the table look brown and rectangular?,yes,yes,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_267,gqa,Is the plate different in color than the purse?,yes,yes,1.0,True,False,0.08739335834980011,1,simple,False,False,no_consistency
gqa_268,gqa,Which kind of clothing is yellow?,coat,coat,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_269,gqa,What is common to the soccer ball and the backpack?,they are both in the image,shape,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_270,gqa,What kind of clothing is yellow?,coat,coat,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_271,gqa,The table has which color?,brown,brown,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_272,gqa,Is the kid wearing shorts?,yes,yes,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_273,gqa,What's the child wearing?,overalls,shorts,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_274,gqa,Is the sticker both white and rectangular?,yes,no,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_275,gqa,Do you think this boy is real?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_276,gqa,What color is the sticker that looks rectangular?,white,purple,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_277,gqa,What is the color of the shirt?,white,dark blue,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_278,gqa,What color is the sky?,blue,blue,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_279,gqa,Do you see any chairs that are not red?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_280,gqa,The man is in front of what?,tree,tree,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_281,gqa,Who is in front of the tree that is in front of the sky?,a cat,man,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_282,gqa,Does the person in front of the other person appear to be sitting?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_283,gqa,What item of furniture is in front of the people that are sitting around the table?,a laptop,chair,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_284,gqa,What is the man in front of?,tree,tree,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_285,gqa,What is the sidewalk made of?,concrete,concrete,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_286,gqa,Are there green snowboards or rackets?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_287,gqa,Does the blue sky look bright and clear?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_288,gqa,How heavy is the bison?,ton,heavy,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_289,gqa,Does the concrete sidewalk look rough and paved?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_290,gqa,What kind of device is to the left of the tomatoes?,laptop,laptop,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_291,gqa,Are there any phones to the left of the tomatoes that are being in the bowl?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_292,gqa,What is the device to the right of the couch?,ii.,speaker,0.0,False,True,0.08404054120182991,2,simple,True,False,no_consistency
gqa_293,gqa,What is the bison doing?,standing,looking down,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_294,gqa,What type of device is sitting on the square table?,laptop,laptop,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_295,gqa,What device is the woman holding?,camera,camera,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_296,gqa,What is the device that the young woman is holding?,camera,camera,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_297,gqa,Which color is the floor?,brown,gray,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_298,gqa,Are there glasses or women?,women,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_299,gqa,What is common to the door and the room?,color,color,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_300,gqa,What type of appliance is under the sink that is shown in the picture?,radiator,radiator,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_301,gqa,Which kind of appliance is under the sink?,radiator,radiator,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_302,gqa,What is under the sink on the counter top?,4,radiator,0.0,False,True,0.08404054120182991,1,math,False,False,no_consistency
gqa_303,gqa,What's under the sink?,radiator,radiator,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_304,gqa,"What is the window made of, glass or plastic?",glass,glass,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_305,gqa,Do you see any drawers under the sink?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_306,gqa,What is the vehicle that is parked near the houses called?,ambulance,car,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_307,gqa,Do the tall books look colorful and thick?,yes,no,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_308,gqa,Who in this photograph is staring?,a giraffe,umpire,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_309,gqa,What is the woman that is not young sitting on top of?,stairs,steps,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_310,gqa,What animal is the shoe behind of?,cat,cat,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_311,gqa,What is the room holding?,a woman making a smoothie,picture,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_312,gqa,What kind of furniture is wooden?,chair,table,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_313,gqa,Are the life vest and the shirt the same color?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_314,gqa,Does the table lamp have the same color as the pillow?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_315,gqa,In which part is the open umbrella?,top,left,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_316,gqa,Does the skateboard have brown color and large size?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_317,gqa,Is the bench in front of the woman the man is to the left of?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_318,gqa,What is beneath the mirror?,a sink,faucet,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_319,gqa,Is plastic used to make the bottle to the right of the cow?,yes,yes,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_320,gqa,Is the building in front of the trees that are not short?,yes,yes,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_321,gqa,What device is to the right of the man that is sitting in front of the pillow?,nintendo wii,wii controller,0.0,False,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_322,gqa,What color is the dirt the elephants are on?,red,brown,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_323,gqa,Do you think that lady is looking down?,yes,yes,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_324,gqa,Is the suitcase to the right of the other suitcase tall and brown?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_325,gqa,What is the lady doing?,looking down,looking down,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_326,gqa,What is the woman wearing?,gloves,dress,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_327,gqa,What is the happy woman wearing?,dress,dress,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_328,gqa,Who is wearing a shirt?,woman,woman,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_329,gqa,Is the athletic person in front of the umpire young and female?,no,no,1.0,True,False,0.08404054120182991,1,simple,False,False,no_consistency
gqa_330,gqa,Is the window rectangular and white?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_331,gqa,Do the silver forks look hard?,no,yes,0.0,False,True,0.08404054120182991,1,simple,False,False,no_consistency
gqa_332,gqa,What shape is the large mirror?,oblong,square,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_333,gqa,Is the camera on the right side of the picture?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_334,gqa,Is there a mirror near the white lamp?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_335,gqa,"What makes up the napkin, paper or cloth?",paper,paper,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_336,gqa,Is the garbage can behind a mat?,no,yes,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_337,gqa,How clean is that napkin?,b).,dirty,0.0,False,True,0.08663030713796616,2,simple,True,False,no_consistency
gqa_338,gqa,Is the small trash can underneath the sink?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_339,gqa,On which side of the picture is the eggplant?,right,right,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_340,gqa,Is the garbage bin below a sink?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_341,gqa,Is the chubby man to the left of the umbrella wearing shorts?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_342,gqa,What does the chubby man hold?,bag,umbrella,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_343,gqa,What is the woman doing?,looking down,looking down,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_344,gqa,The monitor to the right of the other monitor has which color?,black,black,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_345,gqa,What animal is walking on the ground?,polar bear,birds,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_346,gqa,What sits on top of the desk?,keyboard,monitor,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_347,gqa,Does the sky look bright and blue?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_348,gqa,Are both the spectators to the left of the batter and the spectators that are to the right of the batter sitting?,no,yes,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_349,gqa,Is the plastic container on the left side of the picture?,no,yes,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_350,gqa,Does the suitcase to the right of the rug have small size?,yes,no,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_351,gqa,What is the name of the wooden piece of furniture?,coffee table,tv stand,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_352,gqa,Which kind of furniture is brown?,sofa,tv stand,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_353,gqa,Do both the smiling gentleman in front of the picture and the Caucasian person look young?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_354,gqa,How big is the plane?,it is a private jet,large,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_355,gqa,What color does the wrist watch the woman is wearing have?,white,pink,0.0,False,True,0.08663030713796616,1,visual,False,False,no_consistency
gqa_356,gqa,How old is the gentleman?,35,young,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_357,gqa,Which color do you think the wood floor is?,dark brown,dark brown,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_358,gqa,On which side of the image are the baseball players?,right,right,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_359,gqa,Is there a colorful hat or scarf?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_360,gqa,How fat are the old people who are wearing a dress?,not enough information,fat,0.0,False,True,0.08663030713796616,2,simple,True,False,no_consistency
gqa_361,gqa,What's the man doing?,playing wii,jumping,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_362,gqa,Are there both a horse and a fence in the image?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_363,gqa,Are there both trucks and airplanes?,yes,no,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_364,gqa,"What is this, a cup or a bottle?",cup,bottle,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_365,gqa,What are the jars sitting on top of?,shelf,stove,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_366,gqa,Are there any curtains or trash cans in the photo?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_367,gqa,What is the Asian person near the water bottle wearing?,a shirt and tie,dress shirt,0.0,False,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_368,gqa,What is the man wearing?,shirt and tie,dress shirt,0.0,False,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_369,gqa,Which kind of furniture is fluffy?,bed,bed,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_370,gqa,What is the pen made of?,plastic,plastic,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_371,gqa,What is located on top of the white paper?,iv.,pen,0.0,False,True,0.08663030713796616,2,simple,True,False,no_consistency
gqa_372,gqa,"What color is the hair, gray or red?",gray,gray,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_373,gqa,What material is the pen?,plastic,plastic,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_374,gqa,Do you see any waffles to the left of the fork?,no,yes,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_375,gqa,Is the truck in front of the basket?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_376,gqa,What color is the large animal?,gray,dark brown,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_377,gqa,Are the sweater and the black dress shirt both long sleeved?,no,yes,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_378,gqa,"What makes up the jacket, cloth or leather?",leather,cloth,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_379,gqa,Is the car to the left or to the right of the vehicle that is parked along the street?,right,right,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_380,gqa,Who wears a knee pad?,skateboarder,skateboarder,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_381,gqa,Who is wearing a helmet?,skateboarder,skateboarder,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_382,gqa,Who is wearing the helmet?,skateboarder,skateboarder,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_383,gqa,Who is skating on the skateboard?,a boy,skateboarder,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_384,gqa,Who is wearing a knee pad?,skateboarder,skateboarder,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_385,gqa,Does the striped sweater look long sleeved and black?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_386,gqa,Is the driver in the photo wearing a helmet?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_387,gqa,Is the fat woman to the right of an elephant?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_388,gqa,Which kind of furniture are the shelves sitting on top of?,desk,desk,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_389,gqa,What type of furniture is above the newspaper that looks red and white?,desk,shelves,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_390,gqa,Is the bear that is to the left of the other bear long and white?,no,no,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_391,gqa,What kind of food is not tasty?,sausage,sausage,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_392,gqa,Which type of food is not tasty?,sausage,sausage,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_393,gqa,"Where in the photograph is the umbrella, in the top or in the bottom?",in the top,top,0.0,False,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_394,gqa,Is the weather cloudy?,yes,yes,1.0,True,False,0.08663030713796616,1,simple,False,False,no_consistency
gqa_395,gqa,Which place is this?,lugg valley,sidewalk,0.0,False,True,0.08663030713796616,1,simple,False,False,no_consistency
gqa_396,gqa,Does the smooth table have brown color?,yes,no,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_397,gqa,What is the name of the food that is on the food with the spinach?,rhubarb,sausage,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_398,gqa,What food is on the pizza?,pepperoni,sausage,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_399,gqa,Is the man to the left of a ball?,yes,yes,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_400,gqa,Is she to the right of the couch that is to the left of the television?,ii.,no,0.0,False,True,0.08614065870642662,2,simple,True,False,no_consistency
gqa_401,gqa,Is the traffic sign behind the girl octagonal and red?,no,yes,0.0,False,True,0.08614065870642662,1,text_reading,False,False,no_consistency
gqa_402,gqa,What is the color of the long pants?,gray,brown,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_403,gqa,How hard are the brown sandals?,not enough information,hard,0.0,False,True,0.08614065870642662,2,simple,True,False,no_consistency
gqa_404,gqa,What is the color of the picture frame which is hanging from the wall?,black,black,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_405,gqa,Who is in front of the window frame that looks light brown?,a woman,women,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_406,gqa,What is the color of the shorts made of cloth?,brown,dark,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_407,gqa,Who is wearing a shirt?,woman,women,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_408,gqa,Is the shirt made of cotton short sleeved and gray?,no,no,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_409,gqa,Are both the shorts and the black leggings made of cloth?,no,yes,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_410,gqa,What kind of animal is beautiful?,giraffe,deer,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_411,gqa,Is the cooking utensil in front of the window blue and metallic?,no,yes,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_412,gqa,What is the height of the green grass near the mud?,3).,short,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_413,gqa,What does the man hold?,bat,racket,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_414,gqa,Is the water wavy?,no,no,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_415,gqa,Is the round cake to the right of the young girl?,no,yes,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_416,gqa,Does the backpack appear to be clean and blue?,yes,yes,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_417,gqa,What is the person behind the net playing with?,unanswerable,tennis ball,0.0,False,True,0.08614065870642662,2,simple,True,False,no_consistency
gqa_418,gqa,Is there a lamp in this picture that is large?,no,yes,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_419,gqa,Is the girl to the right of the man happy and old?,no,no,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_420,gqa,Is the woman near the man standing on the bricks?,yes,yes,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_421,gqa,The woman near the man is standing on what?,bricks,bricks,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_422,gqa,How is the animal that is in the backpack called?,a dog,dog,1.0,True,False,0.08614065870642662,1,simple,False,False,no_consistency
gqa_423,gqa,What material is the stop sign on top of the pole made of?,metal,metal,1.0,True,False,0.08614065870642662,1,text_reading,False,False,no_consistency
gqa_424,gqa,Is the person to the left of the glasses wearing jeans?,no,yes,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_425,gqa,What is the person on top of the field holding?,catcher's mitt,bat,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_426,gqa,What is the yard in front of?,a building,tree,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_427,gqa,What is the man holding?,bag,bat,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_428,gqa,What's the man sitting on?,chair,bench,0.0,False,True,0.08614065870642662,1,simple,False,False,no_consistency
gqa_429,gqa,On which side of the picture is the small bottle?,unanswerable,right,0.0,False,True,0.08614065870642662,2,simple,True,False,no_consistency
