qid,dataset,question,predicted,ground_truth,soft_score,is_exact,is_hallucination,latency_s,model_calls,q_type,pass2_fired,pass3_fired,condition
gqa_45,gqa,Do you see any cats?,yes,yes,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_46,gqa,Is that shoe behind a dog?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_47,gqa,What kind of clothing is sleeveless?,t-shirt,tank top,0.0,False,True,0.24562156945466995,2,comparison,False,False,no_logging
gqa_48,gqa,Is the field soft and snowy?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_49,gqa,What fruits are beneath the microwave?,bananas,bananas,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_50,gqa,Which color is the shirt?,dark blue,white,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_51,gqa,What is beneath the microwave?,dishwasher,bananas,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_52,gqa,On which side of the picture is the chair?,right,right,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_53,gqa,Is the happy man to the left or to the right of the woman in the center?,to the left,right,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_54,gqa,Who is wearing a wristband?,women,woman,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_55,gqa,Is there a pear beneath the appliance that looks silver and black?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_56,gqa,Is this a bed or a cabinet?,bed,cabinet,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_57,gqa,On which side is the router?,left,left,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_58,gqa,What is the color of the pants?,red,gray,0.0,False,True,0.24562156945466995,1,simple,False,False,no_logging
gqa_59,gqa,Who is wearing the shirt?,woman,girl,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_60,gqa,Who is wearing a shirt?,woman,girl,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_61,gqa,What's the man doing?,walking,standing,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_62,gqa,Are there rivers or oceans that are not calm?,yes,no,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_63,gqa,What is the picture frame hanging from?,the wall,wall,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_64,gqa,"How do the cars look like, dense or sparse?",dense,dense,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_65,gqa,What food isn't baked?,carrots,cookies,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_66,gqa,Which kind of vehicle is in front of the flag?,van,van,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_67,gqa,What is the vehicle that is in front of the flag?,van,van,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_68,gqa,What is hanging from the wall?,picture frame,picture frame,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_69,gqa,What's the skateboarder jumping off of?,a train,pavement,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_70,gqa,Is the van in front of a balloon?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_71,gqa,What is the color of this bench?,brown,beige,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_72,gqa,Are the cabinets below the stove wooden and open?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_73,gqa,How is the item of furniture that is plaid called?,(4).,bed,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_74,gqa,Are the boxes to the right of the man full and square?,no,yes,0.0,False,True,0.24562156945466995,2,simple,False,False,no_logging
gqa_75,gqa,Is the horse next to the other horse both baby and brown?,no,no,1.0,True,False,0.24562156945466995,2,simple,False,False,no_logging
gqa_76,gqa,Is the river wide or is it narrow?,wide,narrow,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_77,gqa,What appliance is the refrigerator larger than?,microwave,stove,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_78,gqa,Is the umbrella in the bottom part of the picture?,no,no,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_79,gqa,What is inside the bowl to the right of the beans?,cupcakes,cookies,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_80,gqa,How clean do you think is the face mask the catcher is wearing?,b).,clean,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_81,gqa,Where is the catcher standing on?,a fielder's mound,field,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_82,gqa,What is the color of the glove?,dark blue,black,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_83,gqa,Does the blanket look soft and white?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_84,gqa,What color are the drawers?,white,light brown,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_85,gqa,Are there refrigerators to the left of the stove?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_86,gqa,Which kind of clothing is bright?,tank top,gown,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_87,gqa,Is there an elephant near the person that is wearing a coat?,yes,no,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_88,gqa,What is the woman wearing?,snow suit,gloves,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_89,gqa,What do you think is the standing person near the man wearing?,snow suit,gloves,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_90,gqa,Which type of clothing is pink?,tank top,gown,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_91,gqa,What is the person that is sitting down sitting atop?,a bench,stairs,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_92,gqa,What's standing on the floor?,a bowl,shelf,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_93,gqa,What items of furniture are to the left of the boy?,coffee table,tables,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_94,gqa,What is in front of the wall that is not short?,a book shelf,shelf,0.0,False,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_95,gqa,How wide is the parking lot made of cement?,not enough information,wide,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_96,gqa,On which side of the picture is the clean mirror?,right,left,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_97,gqa,What is the device in front of the flat computer?,3,phone,0.0,False,True,0.2661767788231373,2,math,False,False,no_logging
gqa_98,gqa,What is sitting on the floor?,a gift,gift,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_99,gqa,Is there a blender to the right of the yellow drink?,yes,yes,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_100,gqa,Is the gift sitting on the floor?,yes,yes,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_101,gqa,"Which material makes up the round glasses, glass or wire?",glass,glass,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_102,gqa,What are the glasses made of?,glass,glass,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_103,gqa,What animal is the couch behind of?,dog,dog,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_104,gqa,What is the color of the device that is on the left of the photo?,iv.,black,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_105,gqa,Is the knife to the right of a man?,no,no,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_106,gqa,What device is above the keyboard?,monitor,monitor,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_107,gqa,What is the man to the left of the glasses doing?,standing,resting,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_108,gqa,What is the phone made of?,unanswerable,plastic,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_109,gqa,Are there any red fire trucks?,yes,no,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_110,gqa,Which kind of vehicle is waiting for the traffic light?,cars,cars,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_111,gqa,What kind of vehicle is waiting for the traffic light?,cars,cars,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_112,gqa,The electronic device to the left of the notebook has what color?,black,blue,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_113,gqa,What are the vehicles above the road near the side walk?,iv.,cars,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_114,gqa,What is waiting for the traffic light?,cars,cars,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_115,gqa,What is sitting in front of the table that looks yellow and black?,luggage,luggage,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_116,gqa,Are there both toothbrushes and mats in this picture?,yes,no,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_117,gqa,Is the soap dish to the right of the soap dispenser?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_118,gqa,The parked vehicles are waiting for what?,a red light,traffic light,0.0,False,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_119,gqa,Are the shorts large and blue?,no,no,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_120,gqa,The soap dispenser made of chrome is sitting on what?,(4).,countertop,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_121,gqa,What color is the serving tray that looks rectangular?,brown,white,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_122,gqa,Does the device under the picture frame look black?,yes,no,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_123,gqa,"Which material are the trousers made of, cloth or leather?",cloth,cloth,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_124,gqa,"How do the pens look, colorful or black and white?",black and white,black and white,1.0,True,False,0.2661767788231373,1,simple,False,False,no_logging
gqa_125,gqa,Who is the jacket worn around?,the old man,man,0.0,False,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_126,gqa,On which side of the picture are the pens?,right,right,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_127,gqa,Do you see any skis?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_128,gqa,What is the item of furniture to the right of the lady that is looking down at the cake called?,table,table,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_129,gqa,Is the man to the left of the performer brunette or blond?,brunette,blond,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_130,gqa,Is the cell phone lying on top of a desk?,yes,no,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_131,gqa,Is the plastic helmet to the left of a woman?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_132,gqa,Does the utensil beside the pan have black color and small size?,no,no,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_133,gqa,Who is wearing jeans?,person to,child,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_134,gqa,Do the balls to the left of the other ball look light?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_135,gqa,What gender is the swimsuit?,male,male,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_136,gqa,Is the toaster to the right of a refrigerator?,no,no,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_137,gqa,Are the trees on the field bare or lush?,lush,lush,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_138,gqa,Is the net in front of the man?,no,yes,0.0,False,True,0.2661767788231373,2,simple,False,False,no_logging
gqa_139,gqa,Is the weather cloudy?,yes,yes,1.0,True,False,0.2661767788231373,2,simple,False,False,no_logging
gqa_140,gqa,What is common to the door and the kitten?,they are,color,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_141,gqa,Is the jacket made of cotton large or small?,large,small,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_142,gqa,Is the gray chair to the left or to the right of the couch in the picture?,yes,right,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_143,gqa,Is the soccer player that is to the left of the ball female or male?,yes,male,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_144,gqa,Was iron used to make the fence?,no,no,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_145,gqa,What color is the hair?,purple,black,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_146,gqa,What is the picture hanging above?,a chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_147,gqa,The framed picture is hanging above what?,a chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_148,gqa,Is the hat wet?,no,no,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_149,gqa,Who is running?,willis,soccer player,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_150,gqa,What is the large device called?,macbook,keyboard,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_151,gqa,Who is wearing a helmet?,skateboarder,policeman,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_152,gqa,What is beneath the microwave?,bananas,dishwasher,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_153,gqa,Is the dress shirt gray or teal?,teal,teal,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_154,gqa,Of what color are the scissors?,black,gray,0.0,False,True,0.2662249654531479,1,simple,False,False,no_logging
gqa_155,gqa,On which side of the photo is the toilet brush?,right side,left,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_156,gqa,What is the boy on?,a bike,bike,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_157,gqa,Do you see either any containers or dream catchers?,no,no,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_158,gqa,Is the young person on the bike?,yes,yes,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_159,gqa,What is the name of the clothing item that is navy?,suit,jacket,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_160,gqa,What is in front of the poster?,a laptop,monitor,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_161,gqa,Are there both girls and soccer balls in this image?,yes,no,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_162,gqa,What kind of food is to the left of the baby?,marshmallow,marshmallow,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_163,gqa,What item of furniture is the toilet paper to the right of the toilet resting on?,chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_164,gqa,The toilet paper to the right of the toilet is resting on what?,chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_165,gqa,Are there either any skateboarders or snowboarders that are jumping?,yes,no,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_166,gqa,What shape is the bench?,square,rectangular,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_167,gqa,What is the person below the crowd bigger than?,the crowd,sneakers,0.0,False,True,0.2662249654531479,2,comparison,False,False,no_logging
gqa_168,gqa,Does the brown field appear to be large and dirty?,yes,yes,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_169,gqa,Does the picture frame made of plastic look black and small?,yes,yes,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_170,gqa,Is there a silver laptop or DVD player?,yes,no,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_171,gqa,Who is standing?,a woman,snowboarder,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_172,gqa,What piece of furniture is made of wood?,tv stand,coffee table,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_173,gqa,What piece of furniture is wooden?,tv stand,coffee table,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_174,gqa,How the piece of furniture that is made of wood is called?,tv stand,coffee table,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_175,gqa,Who is looking up?,the umpire,spectator,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_176,gqa,Which kind of furniture is blue?,bench,sofa,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_177,gqa,What is that monitor in front of?,a laptop,poster,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_178,gqa,"What type of furniture is this, a cabinet or a sofa?",cabinet,sofa,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_179,gqa,What do you think is that spectator doing?,iii.,looking up,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_180,gqa,What piece of furniture is it?,a bench,sofa,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_181,gqa,What is the container made of glass sitting on top of?,a book shelf,shelf,0.0,False,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_182,gqa,What is the name of the smooth piece of clothing?,apron,robe,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_183,gqa,On which side of the photo are the chairs?,right,right,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_184,gqa,What color is the shirt the woman wears?,dark blue,white,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_185,gqa,Do the soap bottle and the clock have the same color?,no,yes,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_186,gqa,What is sitting on top of the shelf?,a bowl,jar,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_187,gqa,Does the vehicle behind the zebras look black?,no,no,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_188,gqa,How tall do you think is the person?,a tall person,tall,0.0,False,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_189,gqa,The wood floor is what color?,dark brown,dark brown,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_190,gqa,Are the brown cookies on the right of the picture?,no,yes,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_191,gqa,Are there any televisions or curtains in the picture?,no,no,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_192,gqa,What appliance is in front of the wall?,refrigerator,refrigerator,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_193,gqa,Is there a refrigerator in front of the wall made of wood?,yes,yes,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_194,gqa,What is the name of the piece of furniture in front of the fence?,chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_195,gqa,What's in front of the fence?,table and,chair,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_196,gqa,How clean are the walls the window is on?,not enough information,clean,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_197,gqa,Which kind of furniture is in front of the fence?,chair,chair,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_198,gqa,What animal is standing against the grass?,cow,cow,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_199,gqa,Who is wearing shorts?,skateboarder,skateboarder,1.0,True,False,0.2662249654531479,2,simple,False,False,no_logging
gqa_200,gqa,Are the mugs to the right of the plastic utensils?,no,yes,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_201,gqa,On which side of the photo is the catcher?,right,left,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_202,gqa,What is in the basket?,iv.,broccoli,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_203,gqa,What is the sink on?,counter top,countertop,0.0,False,True,0.2662249654531479,2,simple,False,False,no_logging
gqa_204,gqa,Is the player to the right of the frisbee that looks white?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_205,gqa,Do you see a fence in front of the tree that is in front of the school?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_206,gqa,Do the baskets that are not empty look colorful?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_207,gqa,Is there any bed or table that is not dark brown?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_208,gqa,Which kind of device is to the left of the lamp?,computer,laptop,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_209,gqa,Does the heater next to the toilet look white and large?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_210,gqa,Does the man appear to be sitting?,yes,no,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_211,gqa,How large is the bike below the sky?,not enough information,large,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_212,gqa,What is located on top of the table?,cups,flowers,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_213,gqa,Does the side table that is not big look wooden and long?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_214,gqa,Does the porcelain sink have round shape?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_215,gqa,What is the lid made of?,plastic,plastic,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_216,gqa,Is the person near the grass sitting on a bench?,yes,yes,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_217,gqa,What is parked alongside the barn?,ambulance,ambulance,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_218,gqa,Which kind of vehicle is metallic?,motorcycle,truck,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_219,gqa,Is the ambulance that is to the left of the workers parked alongside the barn?,yes,yes,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_220,gqa,What vehicle is parked alongside the barn?,ambulance,ambulance,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_221,gqa,Are the flags triangular and red?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_222,gqa,Does the calf have brown color and large size?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_223,gqa,What is beneath the zebras the rock sits beside?,grass,grass,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_224,gqa,What is beneath the zebra that is not large?,grass,grass,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_225,gqa,Does the blue bag look small?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_226,gqa,Is the baseball mitt bright?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_227,gqa,Who is wearing the watch?,women,women,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_228,gqa,Who is wearing a watch?,women,women,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_229,gqa,Where are the people to the left of the bulb sitting?,on a bench,restaurant,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_230,gqa,What is the name of the device that the young man near the gift is holding?,camera,cell phone,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_231,gqa,Which kind of device isn't illuminated?,tv,speaker,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_232,gqa,What is resting on the marble counter?,2,books,0.0,False,True,0.21732508018612862,2,math,False,False,no_logging
gqa_233,gqa,Are the books to the left or to the right of the wood cabinet?,yes,left,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_234,gqa,Is the sky above a train?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_235,gqa,Is the mug in front of the cup green and small?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_236,gqa,Are there any seals or bunnies in the picture?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_237,gqa,Is the sky above an airplane?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_238,gqa,What is the large vehicle?,bus,truck,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_239,gqa,What is the piece of furniture that is not small called?,tv stand,shelf,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_240,gqa,What kind of furniture isn't small?,desk,shelf,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_241,gqa,Do you see any forks?,yes,no,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_242,gqa,Which kind of toy is soft?,stuffed animal,stuffed bear,0.0,False,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_243,gqa,What's the bottle made of?,glass,plastic,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_244,gqa,What is the colorful toy in the picture?,teddy bear,stuffed bear,0.0,False,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_245,gqa,What is on the pan?,rhubarb,pizza,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_246,gqa,Does the chair look large?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_247,gqa,Is the container made of plastic light and blue?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_248,gqa,What tone does the container made of plastic have?,(ii).,light,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_249,gqa,"Which side of the picture is the plastic container on, the right or the left?",left,right,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_250,gqa,Which kind of fruit is it?,apple,pear,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_251,gqa,What clothing item is not long sleeved?,tank top,baseball mitt,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_252,gqa,"What color are the towels made of cloth, black or white?",white,black,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_253,gqa,What color are the shorts that the man is wearing?,black,brown,0.0,False,True,0.21732508018612862,1,visual,False,False,no_logging
gqa_254,gqa,What is the piece of furniture that the luggage that is brown and black is sitting in front of?,table,table,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_255,gqa,Who is wearing the shirt?,girl,woman,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_256,gqa,Are there any new dishwashers?,no,yes,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_257,gqa,How big is the sink?,not enough information,small,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_258,gqa,Does the shirt seem to be sleeveless or long sleeved?,short sleeved,long sleeved,0.0,False,False,0.21732508018612862,2,comparison,False,False,no_logging
gqa_259,gqa,Does the ceiling above the table look blue and clean?,no,no,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_260,gqa,Who is staring at the giraffe?,a man,woman,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_261,gqa,Is there any bag that is black?,yes,no,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_262,gqa,What animal is the person in front of the post staring at?,giraffe,giraffe,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_263,gqa,What animal is the woman staring at?,giraffe,giraffe,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_264,gqa,Which kind of animal is the woman staring at?,giraffe,giraffe,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_265,gqa,What color is the small bathroom?,green,white,0.0,False,True,0.21732508018612862,2,simple,False,False,no_logging
gqa_266,gqa,Does the table look brown and rectangular?,yes,yes,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_267,gqa,Is the plate different in color than the purse?,yes,yes,1.0,True,False,0.21732508018612862,2,simple,False,False,no_logging
gqa_268,gqa,Which kind of clothing is yellow?,coat,coat,1.0,True,False,0.22289476916193962,2,simple,False,False,no_logging
