sample_id,condition,question,answer,ground_truth,is_correct,vqa_accuracy_score,confidence,consistency,hallucination_flag,selected_pass,pass1_answer,pass2_answer,pass3_answer,latency_total_s,latency_pass1_s,latency_pass2_s,latency_pass3_s,gpu_util_avg_pct,peak_gpu_mem_gb,num_model_calls,modality
synth_no_pass3_00246,no_pass3,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4877,0.2605,0.2167,0.0,46.0,9.05,2,image+text
synth_no_pass3_00247,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,1.0068,0.5056,0.4889,0.0,41.0,9.05,2,image+text
synth_no_pass3_00248,no_pass3,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,the dominant color is brown,0.802,0.395,0.3962,0.0,38.0,9.05,2,image+text
synth_no_pass3_00249,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4795,0.2576,0.2119,0.0,41.0,9.05,2,image+text
synth_no_pass3_00250,no_pass3,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5254,0.2564,0.2587,0.0,45.5,9.05,2,image+text
synth_no_pass3_00251,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5422,0.3183,0.2135,0.0,41.0,9.05,2,image+text
synth_no_pass3_00252,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.9851,0.4854,0.4884,0.0,37.5,9.05,2,image+text
synth_no_pass3_00253,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.9987,0.4889,0.499,0.0,39.0,9.05,2,image+text
synth_no_pass3_00254,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7113,0.3958,0.3047,0.0,42.5,9.05,2,image+text
synth_no_pass3_00255,no_pass3,What color is the large rectangle?,green,lime | lime | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4808,0.3035,0.1668,0.0,44.0,9.05,2,image+text
synth_no_pass3_00256,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.528,0.3038,0.2133,0.0,43.0,9.05,2,image+text
synth_no_pass3_00257,no_pass3,Is the background color light or dark?,dark blue,dark | dark | dark,False,0.0,1.0,1.0,True,1,dark blue,dark blue,dark blue,0.4836,0.2519,0.2193,0.0,41.0,9.05,2,image+text
synth_no_pass3_00258,no_pass3,Is there a blue shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4819,0.2606,0.2107,0.0,42.5,9.05,2,image+text
synth_no_pass3_00259,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4787,0.2552,0.2129,0.0,44.5,9.05,2,image+text
synth_no_pass3_00260,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5011,0.277,0.2133,0.0,47.0,9.05,2,image+text
synth_no_pass3_00261,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.4816,0.2572,0.2138,0.0,45.5,9.05,2,image+text
synth_no_pass3_00262,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.4881,0.2572,0.2203,0.0,45.0,9.05,2,image+text
synth_no_pass3_00263,no_pass3,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4765,0.2554,0.2108,0.0,46.0,9.05,2,image+text
synth_no_pass3_00264,no_pass3,Is the background color light or dark?,dark,light | light | light,False,0.0,0.6,0.6667,True,1,dark,light,dark,0.4302,0.2094,0.2106,0.0,46.5,9.05,2,image+text
synth_no_pass3_00265,no_pass3,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5402,0.3146,0.2136,0.0,47.0,9.05,2,image+text
synth_no_pass3_00266,no_pass3,Is there a purple shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4811,0.2571,0.2135,0.0,44.0,9.05,2,image+text
synth_no_pass3_00267,no_pass3,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4792,0.2572,0.2114,0.0,44.5,9.05,2,image+text
synth_no_pass3_00268,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.9819,0.4805,0.4901,0.0,45.5,9.05,2,image+text
synth_no_pass3_00269,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9462,0.4907,0.4445,0.0,42.5,9.05,2,image+text
synth_no_pass3_00270,no_pass3,What color is the large rectangle?,the color orange,orange | orange | orange,True,1.0,1.0,1.0,False,1,the color orange,the color orange,the color orange,0.5767,0.3065,0.2593,0.0,43.5,9.05,2,image+text
synth_no_pass3_00271,no_pass3,What color is the large rectangle?,brown color,brown | brown | brown,True,1.0,1.0,1.0,False,1,brown color,brown color,brown color,0.5312,0.2621,0.2585,0.0,46.0,9.05,2,image+text
synth_no_pass3_00272,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.7133,0.349,0.353,0.0,47.0,9.05,2,image+text
synth_no_pass3_00273,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.9327,0.4359,0.4862,0.0,43.0,9.05,2,image+text
synth_no_pass3_00274,no_pass3,Is the background color light or dark?,dark,light | light | light,False,0.0,0.6,0.6667,True,1,dark,light,dark,0.4425,0.2187,0.2133,0.0,42.5,9.05,2,image+text
synth_no_pass3_00275,no_pass3,What color is the large rectangle?,the color orange,orange | orange | orange,True,1.0,1.0,1.0,False,1,the color orange,the color orange,the color orange,0.5699,0.3031,0.2561,0.0,45.5,9.05,2,image+text
synth_no_pass3_00276,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | center,True,0.6667,0.6,0.6667,False,1,is the circle on the left side,right side,is the circle on the left side,0.7481,0.4367,0.2998,0.0,46.5,9.05,2,image+text
synth_no_pass3_00277,no_pass3,Is the circle on the left or right side?,a circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,a circle on the left side,right side,a circle on the left side,0.7156,0.4926,0.2125,0.0,47.5,9.05,2,image+text
synth_no_pass3_00278,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.537,0.3078,0.2185,0.0,43.0,9.05,2,image+text
synth_no_pass3_00279,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9528,0.4465,0.495,0.0,38.5,9.05,2,image+text
synth_no_pass3_00280,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,1.0324,0.5159,0.5054,0.0,35.0,9.05,2,image+text
synth_no_pass3_00281,no_pass3,What is the dominant color in this image?,the dominant color in this image is blue,teal | teal | cyan | blue-green,False,0.0,1.0,1.0,True,1,the dominant color in this image is blue,the dominant color is blue,the dominant color in this image is blue,0.9095,0.4963,0.4022,0.0,41.5,9.05,2,image+text
synth_no_pass3_00282,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4848,0.2615,0.2122,0.0,45.0,9.05,2,image+text
synth_no_pass3_00283,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7101,0.3522,0.3472,0.0,42.0,9.05,2,image+text
synth_no_pass3_00284,no_pass3,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.525,0.3013,0.2132,0.0,41.0,9.05,2,image+text
synth_no_pass3_00285,no_pass3,What color is the large rectangle?,the large rectangle is blue,teal | teal | green,False,0.0,1.0,1.0,True,1,the large rectangle is blue,the large rectangle is blue,the large rectangle is blue,0.7163,0.3523,0.3534,0.0,40.5,9.05,2,image+text
synth_no_pass3_00286,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.5415,0.3177,0.2128,0.0,45.5,9.05,2,image+text
synth_no_pass3_00287,no_pass3,Is there a blue shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4816,0.2583,0.2131,0.0,46.0,9.05,2,image+text
synth_no_pass3_00288,no_pass3,What color is the large rectangle?,the large rectangle is blue,teal | teal | green,False,0.0,1.0,1.0,True,1,the large rectangle is blue,the large rectangle is blue,the large rectangle is blue,0.7214,0.3543,0.3566,0.0,45.5,9.05,2,image+text
synth_no_pass3_00289,no_pass3,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4868,0.2608,0.2154,0.0,44.5,9.05,2,image+text
synth_no_pass3_00290,no_pass3,Is there a blue shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4778,0.2561,0.211,0.0,45.5,9.05,2,image+text
synth_no_pass3_00291,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7088,0.3477,0.3506,0.0,47.5,9.05,2,image+text
synth_no_pass3_00292,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5315,0.3059,0.2151,0.0,47.0,9.05,2,image+text
synth_no_pass3_00293,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.5043,0.2595,0.2342,0.0,43.0,9.05,2,image+text
synth_no_pass3_00294,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.5292,0.3038,0.2144,0.0,42.5,9.05,2,image+text
synth_no_pass3_00295,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.4818,0.2574,0.2139,0.0,44.5,9.05,2,image+text
synth_no_pass3_00296,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8512,0.4883,0.3523,0.0,40.5,9.05,2,image+text
synth_no_pass3_00297,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7114,0.35,0.3511,0.0,42.5,9.05,2,image+text
synth_no_pass3_00298,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4841,0.2585,0.2149,0.0,45.5,9.05,2,image+text
synth_no_pass3_00299,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.5325,0.3079,0.2142,0.0,41.5,9.05,2,image+text
synth_no_pass3_00300,no_pass3,Is there a blue shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.5036,0.2799,0.2126,0.0,43.5,9.05,2,image+text
synth_no_pass3_00301,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.482,0.2576,0.2137,0.0,44.5,9.05,2,image+text
synth_no_pass3_00302,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9513,0.45,0.4907,0.0,40.0,9.05,2,image+text
synth_no_pass3_00303,no_pass3,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,the dominant color is brown,0.8041,0.3987,0.3947,0.0,39.5,9.05,2,image+text
synth_no_pass3_00304,no_pass3,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4843,0.2596,0.2143,0.0,41.0,9.05,2,image+text
synth_no_pass3_00305,no_pass3,What color is the background?,navy blue,navy | dark blue | blue,True,0.6667,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.4444,0.2111,0.2229,0.0,43.5,9.05,2,image+text
synth_no_pass3_00306,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9419,0.4426,0.4883,0.0,42.5,9.05,2,image+text
synth_no_pass3_00307,no_pass3,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5049,0.2577,0.2349,0.0,42.0,9.05,2,image+text
synth_no_pass3_00308,no_pass3,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6139,0.3013,0.3018,0.0,45.5,9.05,2,image+text
synth_no_pass3_00309,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.9396,0.444,0.484,0.0,43.0,9.05,2,image+text
synth_no_pass3_00310,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,1.0063,0.5021,0.493,0.0,38.5,9.05,2,image+text
synth_no_pass3_00311,no_pass3,Is the background color light or dark?,dark,light | light | light,False,0.0,0.6,0.6667,True,1,dark,light,dark,0.4397,0.2132,0.2161,0.0,42.0,9.05,2,image+text
synth_no_pass3_00312,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.5299,0.3063,0.2128,0.0,43.0,9.05,2,image+text
synth_no_pass3_00313,no_pass3,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,is the circle on the left side,right side,is the circle on the left side,0.7625,0.4486,0.3027,0.0,42.5,9.05,2,image+text
synth_no_pass3_00314,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8486,0.4867,0.3511,0.0,40.0,9.05,2,image+text
synth_no_pass3_00315,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.4815,0.2579,0.2132,0.0,42.0,9.05,2,image+text
synth_no_pass3_00316,no_pass3,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.439,0.214,0.2144,0.0,45.0,9.05,2,image+text
synth_no_pass3_00317,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,1.0121,0.499,0.5016,0.0,41.0,9.05,2,image+text
synth_no_pass3_00318,no_pass3,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,0.6,0.6667,True,1,a red circle,maroon,a red circle,0.5833,0.3093,0.2632,0.0,40.0,9.05,2,image+text
synth_no_pass3_00319,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.7316,0.3635,0.3575,0.0,44.0,9.05,2,image+text
synth_no_pass3_00320,no_pass3,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.5292,0.3463,0.1715,0.0,33.0,9.05,2,image+text
synth_no_pass3_00321,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,1.0183,0.4966,0.5107,0.0,39.0,9.05,2,image+text
synth_no_pass3_00322,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.9291,0.493,0.4251,0.0,43.0,9.05,2,image+text
synth_no_pass3_00323,no_pass3,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4816,0.3042,0.1666,0.0,44.5,9.05,2,image+text
synth_no_pass3_00324,no_pass3,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.716,0.396,0.3092,0.0,46.5,9.05,2,image+text
synth_no_pass3_00325,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.485,0.2602,0.2141,0.0,47.0,9.05,2,image+text
synth_no_pass3_00326,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9507,0.4531,0.4853,0.0,45.0,9.05,2,image+text
synth_no_pass3_00327,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.4788,0.2569,0.2112,0.0,45.0,9.05,2,image+text
synth_no_pass3_00328,no_pass3,Is the circle on the left or right side?,a circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,a circle on the left side,right side,a circle on the left side,0.713,0.4904,0.2109,0.0,47.0,9.05,2,image+text
synth_no_pass3_00329,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5309,0.3057,0.2147,0.0,45.0,9.05,2,image+text
synth_no_pass3_00330,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.5306,0.3053,0.2144,0.0,45.0,9.05,2,image+text
synth_no_pass3_00331,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5321,0.3078,0.2135,0.0,43.0,9.05,2,image+text
synth_no_pass3_00332,no_pass3,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4816,0.2575,0.2124,0.0,42.5,9.05,2,image+text
synth_no_pass3_00333,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,0.9904,0.4897,0.4897,0.0,42.0,9.05,2,image+text
synth_no_pass3_00334,no_pass3,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,0.6,0.6667,False,1,cyan,blue,cyan,0.53,0.3058,0.2138,0.0,42.5,9.05,2,image+text
synth_no_pass3_00335,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.4832,0.259,0.2135,0.0,46.0,9.05,2,image+text
synth_no_pass3_00336,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.5298,0.3042,0.2141,0.0,46.0,9.05,2,image+text
synth_no_pass3_00337,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5318,0.3065,0.215,0.0,43.5,9.05,2,image+text
synth_no_pass3_00338,no_pass3,What color is the circle?,pink,pink | pink | pink,True,1.0,1.0,1.0,False,1,pink,pink,pink,0.5347,0.2612,0.2627,0.0,43.5,9.05,2,image+text
synth_no_pass3_00339,no_pass3,Is the circle on the left or right side?,a circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,a circle on the left side,right side,a circle on the left side,0.7125,0.4888,0.2128,0.0,47.0,9.05,2,image+text
synth_no_pass3_00340,no_pass3,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5512,0.3274,0.2125,0.0,43.5,9.05,2,image+text
synth_no_pass3_00341,no_pass3,What color is the circle?,the circle is green,olive | olive | brown,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6136,0.3007,0.3023,0.0,43.5,9.05,2,image+text
synth_no_pass3_00342,no_pass3,Is the background color light or dark?,light blue,light | light | medium,False,0.0,1.0,1.0,True,1,light blue,light blue,light blue,0.4349,0.2103,0.2143,0.0,47.0,9.05,2,image+text
synth_no_pass3_00343,no_pass3,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5283,0.3041,0.2133,0.0,44.0,9.05,2,image+text
synth_no_pass3_00344,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,1.0095,0.4881,0.5108,0.0,38.5,9.05,2,image+text
synth_no_pass3_00345,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | center,True,0.6667,0.6,0.6667,False,1,is the circle on the left side,right side,is the circle on the left side,0.7553,0.4422,0.3027,0.0,42.0,9.05,2,image+text
synth_no_pass3_00346,no_pass3,What color is the circle?,red,maroon | dark red | red,True,0.6667,1.0,1.0,False,1,red,red,red,0.4785,0.3009,0.1672,0.0,45.0,9.05,2,image+text
synth_no_pass3_00347,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9467,0.4918,0.4441,0.0,41.0,9.05,2,image+text
synth_no_pass3_00348,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.9911,0.4896,0.4907,0.0,39.0,9.05,2,image+text
synth_no_pass3_00349,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7317,0.404,0.3169,0.0,41.0,9.05,2,image+text
synth_no_pass3_00350,no_pass3,Is the circle on the left or right side?,a circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,a circle on the left side,right side,a circle on the left side,0.7566,0.5303,0.2141,0.0,39.0,9.05,2,image+text
synth_no_pass3_00351,no_pass3,What color is the small circle?,green,lime | lime | yellow-green,False,0.0,1.0,1.0,True,1,green,green,green,0.53,0.3043,0.2148,0.0,44.0,9.05,2,image+text
synth_no_pass3_00352,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.9463,0.4439,0.4911,0.0,39.5,9.05,2,image+text
synth_no_pass3_00353,no_pass3,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4842,0.2597,0.214,0.0,40.0,9.05,2,image+text
synth_no_pass3_00354,no_pass3,Is the background color light or dark?,a dark background,dark | dark | medium,True,0.6667,1.0,1.0,False,1,a dark background,a dark background,a dark background,0.624,0.3056,0.3074,0.0,42.5,9.05,2,image+text
synth_no_pass3_00355,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.477,0.2554,0.2113,0.0,44.0,9.05,2,image+text
synth_no_pass3_00356,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8491,0.4883,0.3499,0.0,46.0,9.05,2,image+text
synth_no_pass3_00357,no_pass3,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,0.6,0.6667,False,1,cyan,blue,cyan,0.5246,0.3035,0.2105,0.0,47.0,9.05,2,image+text
synth_no_pass3_00358,no_pass3,What color is the large rectangle?,the large rectangle is blue,teal | teal | green,False,0.0,1.0,1.0,True,1,the large rectangle is blue,the large rectangle is blue,the large rectangle is blue,0.7156,0.3512,0.3536,0.0,47.0,9.05,2,image+text
synth_no_pass3_00359,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.4994,0.2594,0.2296,0.0,46.5,9.05,2,image+text
synth_no_pass3_00360,no_pass3,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,0.6,0.6667,True,1,a red circle,maroon,a red circle,0.6157,0.3235,0.2812,0.0,38.5,9.05,2,image+text
synth_no_pass3_00361,no_pass3,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,is the circle on the left side,right side,is the circle on the left side,0.768,0.4493,0.3077,0.0,42.0,9.05,2,image+text
synth_no_pass3_00362,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9507,0.4456,0.4943,0.0,42.0,9.05,2,image+text
synth_no_pass3_00363,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.8975,0.4906,0.3963,0.0,41.5,9.05,2,image+text
synth_no_pass3_00364,no_pass3,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6298,0.3077,0.3112,0.0,45.0,9.05,2,image+text
synth_no_pass3_00365,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7287,0.4018,0.3161,0.0,46.0,9.05,2,image+text
synth_no_pass3_00366,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7235,0.3627,0.3501,0.0,42.5,9.05,2,image+text
synth_no_pass3_00367,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.49,0.2594,0.2195,0.0,41.0,9.05,2,image+text
synth_no_pass3_00368,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8692,0.4976,0.3603,0.0,45.5,9.05,2,image+text
